食堂,楼层,窗口,餐品,场景状态,形态偏好,口味感受,忌口,预算,备注,
清真食堂,一楼,西北面食窗口,辣皮子拌面,不限制,拌面（面食类）,辣香浓郁、口感醇厚,,16,,
清真食堂,一楼,西北面食窗口,卤味套餐,不限制,套餐（面食 + 配菜）,骨汤面 + 卤味，丰富可口,,20,,
清真食堂,一楼,西北面食窗口,营养加成套餐,不限制,套餐（面食 + 配菜）,骨汤面 + 卤蛋小菜，营养均衡,,15,,
清真食堂,一楼,西北面食窗口,肉蛋豪华套餐,不限制,套餐（面食 + 配菜）,骨汤面 + 大片牛肉，分量充足,,25,,
清真食堂,一楼,佰士客窗口,经典单人套餐 A（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 + 鸡块 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，搭配丰富,,15.5,,
清真食堂,一楼,佰士客窗口,经典单人套餐 B（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 + 鸡米花 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，口感多样,,15.5,,
清真食堂,一楼,佰士客窗口,经典单人套餐 C（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 + 鸡腿 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，分量充足,,16.5,,
清真食堂,一楼,佰士客窗口,经典单人套餐 D（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 + 薯条 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，口感酥脆,,17,,
清真食堂,一楼,佰士客窗口,经典单人套餐 E（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 + 辣翅 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，风味浓郁,,18,,
清真食堂,一楼,佰士客窗口,超实惠单人套餐 A1（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 * 2 + 鸡块 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，性价比高,,21,,
清真食堂,一楼,佰士客窗口,超实惠单人套餐 B2（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 * 2 + 薯条 + 可乐）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，搭配均衡,,22,,
清真食堂,一楼,佰士客窗口,单人炸鸡套餐（香辣 / 原味 + 鸡腿堡 + 鸡肉卷 + 脆皮半只鸡 + 可乐）,快点吃,快餐套餐（汉堡 + 炸鸡 + 饮料）,香辣 / 原味，炸鸡香嫩,,24,,
清真食堂,一楼,佰士客窗口,经典双人套餐 A（香辣 / 原味 + 鸡腿堡 + 鸡肉卷2 + 薯条 + 鸡米花 + 鸡块 + 可乐2）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，适合双人分享,,35,,
清真食堂,一楼,佰士客窗口,经典双人套餐 B（香辣 / 原味 + 鸡腿堡 + 鸡肉卷2 + 薯条 + 鸡块 + 可乐2）,快点吃,快餐套餐（汉堡 + 小吃 + 饮料）,香辣 / 原味，分量充足,,36,,
清真食堂,一楼,佰士客窗口,炸鸡双人套餐 A（香辣 / 原味 + 鸡腿堡 + 鸡肉卷2 + 薯条 + 脆皮半只鸡 + 可乐2）,快点吃,快餐套餐（汉堡 + 炸鸡 + 饮料）,香辣 / 原味，炸鸡丰富,,37,,
清真食堂,一楼,佰士客窗口,炸鸡双人套餐 B（香辣 / 原味 + 鸡腿堡 + 鸡肉卷2 + 薯条 + 鸡块 + 蜜汁手扒鸡 + 可乐2）,快点吃,快餐套餐（汉堡 + 炸鸡 + 饮料）,香辣 / 原味 + 蜜汁味，口味多,,48.5,,
清真食堂,一楼,花小小窗口,纯素炒米粉,不限制,炒粉（米粉类）,清淡素香、口感爽滑,,13,,
清真食堂,一楼,花小小窗口,招牌鸡肉炒米粉,不限制,炒粉（米粉类）,鸡肉鲜嫩、米粉入味,,15,,
清真食堂,一楼,花小小窗口,招牌牛肉炒米粉,不限制,炒粉（米粉类）,牛肉香嫩、米粉劲道,,18,,
清真食堂,一楼,花小小窗口,招牌鸡肉炒宽粉,不限制,宽粉（面食类）,鸡肉鲜香、宽粉软滑,,16,,
清真食堂,一楼,花小小窗口,招牌牛肉炒宽粉,不限制,宽粉（面食类）,牛肉醇厚、宽粉筋道,,19,,
清真食堂,一楼,花小小窗口,招牌鸡肉炒馕,不限制,炒馕（主食类）,鸡肉香嫩、馕饼焦香,,16,,
清真食堂,一楼,花小小窗口,招牌牛肉炒馕,不限制,炒馕（主食类）,牛肉浓郁、馕饼酥脆,,19,,
清真食堂,一楼,花小小窗口,招牌鸡肉炒年糕,不限制,炒年糕（主食类）,鸡肉鲜嫩、年糕软糯,,16,,
清真食堂,一楼,花小小窗口,招牌牛肉炒年糕,不限制,炒年糕（主食类）,牛肉醇厚、年糕 Q 弹,,19,,
清真食堂,一楼,花小小窗口,老长沙经典卤粉,不限制,卤粉（米粉类）,卤香浓郁、米粉爽滑,,10,,
清真食堂,一楼,花小小窗口,招牌笋尖卤粉,不限制,卤粉（米粉类）,笋尖脆嫩、卤味醇厚,,13,,
清真食堂,一楼,花小小窗口,招牌鸡肉卤粉,不限制,卤粉（米粉类）,鸡肉鲜嫩、卤香入味,,15,,
清真食堂,一楼,花小小窗口,金汤酸菜鸡肉卤粉,不限制,卤粉（米粉类）,酸菜酸爽、金汤鲜香,,16,,
清真食堂,一楼,花小小窗口,麻辣鸡肉卤粉,不限制,卤粉（米粉类）,麻辣过瘾、鸡肉香嫩,,15,,
清真食堂,一楼,花小小窗口,阳光番茄鸡肉卤粉,不限制,卤粉（米粉类）,番茄酸甜、鸡肉软嫩,,15,,
清真食堂,一楼,花小小窗口,阳光番茄小颜卤粉,不限制,卤粉（米粉类）,番茄清香、口感清爽,,15,,
清真食堂,一楼,花小小窗口,麻辣肉丸卤粉,不限制,卤粉（米粉类）,麻辣鲜香、肉丸弹嫩,,18,,
清真食堂,一楼,花小小窗口,老长沙经典拌粉,不限制,拌粉（米粉类）,拌料香浓、米粉爽滑,,10,,
清真食堂,一楼,花小小窗口,招牌笋尖拌粉,不限制,拌粉（米粉类）,笋尖脆嫩、拌味醇厚,,13,,
清真食堂,一楼,花小小窗口,招牌鸡肉拌粉,不限制,拌粉（米粉类）,鸡肉鲜嫩、拌香入味,,15,,
清真食堂,一楼,花小小窗口,麻辣鸡肉拌粉,不限制,拌粉（米粉类）,麻辣爽口、鸡肉香嫩,,15,,
清真食堂,一楼,花小小窗口,津氏麻辣嫩滑牛肉拌粉,不限制,拌粉（米粉类）,麻辣醇厚、牛肉嫩滑,,19,,
清真食堂,一楼,花小小窗口,津氏麻辣嫩滑牛肉米粉,不限制,米粉（主食类）,麻辣鲜香、牛肉软嫩,,19,,
清真食堂,一楼,花小小窗口,土豆糊糊鸡,快点吃,拌饭（主食类）,鸡肉鲜嫩、土豆软烂入味,,15,,
清真食堂,一楼,基本伙菜品窗口,干炸鲜蘑,快点吃,炒菜（素菜类）,酥脆鲜香、口感轻盈,,5,,
清真食堂,一楼,基本伙菜品窗口,炒合菜,快点吃,炒菜（素菜类）,清淡爽口、荤素搭配,,4,,
清真食堂,一楼,基本伙菜品窗口,果味咕咾肉,快点吃,炒菜（荤菜类）,酸甜果味、肉质软嫩,,7,,
清真食堂,一楼,基本伙菜品窗口,可乐鸡腿,快点吃,炒菜（荤菜类）,可乐甜香、鸡腿软烂,,7,,
清真食堂,一楼,基本伙菜品窗口,豆芽粉条,快点吃,炒菜（素菜类）,清淡软嫩、口感爽滑,,3,,
清真食堂,一楼,基本伙菜品窗口,溜白菜,快点吃,炒菜（素菜类）,清爽微咸、脆嫩可口,,1,,
清真食堂,一楼,基本伙菜品窗口,素炸丸子,快点吃,炒菜（素菜类）,外酥里嫩、香味浓郁,,5,,
清真食堂,一楼,基本伙菜品窗口,咖喱鸡块,快点吃,炒菜（荤菜类）,咖喱浓郁、鸡块入味,,7,,
清真食堂,一楼,基本伙菜品窗口,酱爆鸡丁,快点吃,炒菜（荤菜类）,酱香醇厚、鸡丁鲜嫩,,6,,
清真食堂,一楼,基本伙菜品窗口,清炒绿豆芽,快点吃,炒菜（素菜类）,清爽脆嫩、清淡适口,,1,,
清真食堂,一楼,基本伙菜品窗口,圆白菜粉条,快点吃,炒菜（素菜类）,软嫩入味、咸香下饭,,3,,
清真食堂,一楼,基本伙菜品窗口,麻婆豆腐,快点吃,炒菜（素菜类）,麻辣鲜香、豆腐软嫩,,4,,
清真食堂,一楼,基本伙菜品窗口,炝炒小白菜,快点吃,炒菜（素菜类）,脆嫩微辣、香味扑鼻,,4,,
清真食堂,一楼,基本伙菜品窗口,番茄炒蛋,快点吃,炒菜（荤素类）,番茄酸甜、鸡蛋香软,,5,,
清真食堂,一楼,基本伙菜品窗口,清炒西兰花,快点吃,炒菜（素菜类）,脆嫩清爽、清淡健康,,5,,
清真食堂,一楼,基本伙菜品窗口,豆酱烧茄子,快点吃,炒菜（素菜类）,酱香浓郁、茄子软糯,,6,,
清真食堂,一楼,基本伙菜品窗口,醋溜木须,快点吃,炒菜（荤菜类）,醋香爽口、肉质滑嫩,,6,,
清真食堂,一楼,基本伙菜品窗口,新疆大盘鸡,快点吃,炒菜（荤菜类）,香辣浓郁、鸡肉软烂,,7,,
清真食堂,一楼,基本伙菜品窗口,香酥鸭腿,快点吃,炒菜（荤菜类）,外酥里嫩、香味浓郁,,8,,
清真食堂,一楼,基本伙菜品窗口,手撕鸭,快点吃,炒菜（荤菜类）,肉质紧实、咸香入味,,8,,
清真食堂,一楼,基本伙菜品窗口,菠萝咕咾肉,快点吃,炒菜（荤菜类）,酸甜菠萝味、肉质脆嫩,,8,,
清真食堂,一楼,基本伙羊肉汤窗口,羊肉汤,快点吃,汤品类,鲜香醇厚、暖身暖胃,,13,,
清真食堂,一楼,主食厨房窗口,牛肉大葱水饺,不限制,水饺类,牛肉鲜香、水饺皮薄馅足,,13,,
清真食堂,一楼,主食厨房窗口,白菜鸡蛋水饺,不限制,水饺类,白菜清甜、鸡蛋香软,,11,,
清真食堂,一楼,主食厨房窗口,馄饨（小份）,不限制,馄饨类,皮薄馅嫩、汤味鲜香,,6,,
清真食堂,一楼,主食厨房窗口,馄饨（大份）,不限制,馄饨类,分量充足、口感鲜美,,13,,
清真食堂,一楼,主食厨房窗口,煮方便面加蛋,不限制,面食类,方便面临香、鸡蛋软嫩,,8,,
清真食堂,一楼,主食厨房窗口,茶叶蛋,快点吃,蛋类小吃,卤香入味、蛋白紧实,,1.5,,
清真食堂,一楼,主食厨房窗口,豆浆,快点吃,饮品类,豆香浓郁、口感顺滑,,2,,
清真食堂,一楼,主食厨房窗口,小米南瓜粥,快点吃,粥类,清甜软糯、暖胃舒适,,2,,
清真食堂,一楼,主食厨房窗口,八宝粥,快点吃,粥类,食材丰富、香甜软糯,,2,,
清真食堂,一楼,主食厨房窗口,葱花饼,快点吃,饼类,葱香酥脆、口感多层,,2,,
清真食堂,一楼,主食厨房窗口,奥尔良鸡肉饼,快点吃,饼类,奥尔良味浓、鸡肉香嫩,,4,,
清真食堂,一楼,主食厨房窗口,牛肉饼,快点吃,饼类,牛肉鲜香、饼皮酥脆,,6,,
清真食堂,一楼,主食厨房窗口,鸡柳手抓饼,快点吃,饼类,鸡柳香嫩、饼皮松软,,5,,
清真食堂,一楼,主食厨房窗口,香肠手抓饼,快点吃,饼类,香肠咸香、口感丰富,,5,,
清真食堂,一楼,主食厨房窗口,豆腐脑,快点吃,小吃类,滑嫩爽口、卤香入味,,4,,
清真食堂,一楼,基本伙菜品窗口,牛肉包子,快点吃,包子类,牛肉鲜香、面皮松软,,5,,
清真食堂,一楼,基本伙菜品窗口,千层酥芝士奥尔良包子,快点吃,包子类,芝士香浓、奥尔良味足,,5,,
清真食堂,一楼,渔粉窗口,鲜玉米粉,不限制,渔粉（米粉类）,玉米清香、米粉爽滑,,10,,
清真食堂,一楼,渔粉窗口,番茄鱼粉,不限制,渔粉（米粉类）,番茄酸甜、鱼肉鲜嫩,,12,,
清真食堂,一楼,渔粉窗口,酸辣鱼粉,不限制,渔粉（米粉类）,酸辣爽口、鱼肉软嫩,,12,,
清真食堂,一楼,渔粉窗口,原味鱼粉,不限制,渔粉（米粉类）,原味鲜香、鱼肉清淡,,12,,
清真食堂,一楼,渔粉窗口,番茄牛肉丸粉,不限制,渔粉（米粉类）,番茄酸甜、牛肉丸 Q 弹,,12,,
清真食堂,一楼,渔粉窗口,肉沫鱼粉,不限制,渔粉（米粉类）,肉沫鲜香、米粉入味,,12,,
清真食堂,一楼,渔粉窗口,麻辣鱼粉,不限制,渔粉（米粉类）,麻辣过瘾、鱼肉鲜嫩,,12,,
清真食堂,一楼,渔粉窗口,招牌鱼粉,不限制,渔粉（米粉类）,风味浓郁、鱼肉饱满,,14,,
清真食堂,一楼,渔粉窗口,番茄肥牛粉,不限制,渔粉（米粉类）,番茄酸甜、肥牛软嫩,,15,,
清真食堂,一楼,渔粉窗口,麻辣肥牛粉,不限制,渔粉（米粉类）,麻辣鲜香、肥牛入味,,15,,
清真食堂,一楼,渔粉窗口,原味肥牛粉,不限制,渔粉（米粉类）,原味醇厚、肥牛鲜嫩,,15,,
清真食堂,一楼,渔粉窗口,香辣肥牛粉,不限制,渔粉（米粉类）,香辣浓郁、肥牛软嫩,,15,,
清真食堂,一楼,渔粉窗口,酸辣肥牛粉,不限制,渔粉（米粉类）,酸辣开胃、肥牛入味,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,白斩鸡饭,快点吃,鸡饭套餐（主食类）,鸡肉鲜嫩、米饭香软,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,柠檬鸡饭,快点吃,鸡饭套餐（主食类）,柠檬清香、鸡肉清爽,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,金牌鸡肉饭,快点吃,鸡饭套餐（主食类）,鸡肉香嫩、风味浓郁,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,口水鸡饭,快点吃,鸡饭套餐（主食类）,麻辣鲜香、鸡肉软嫩,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,泰式豆腐饭,快点吃,饭类套餐（主食类）,泰式风味、豆腐软嫩,,12,,
清真食堂,一楼,小表弟海南鸡饭窗口,烧烤饭,快点吃,饭类套餐（主食类）,烧烤香嫩、口味浓郁,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,沙拉鸡饭,快点吃,饭类套餐（主食类）,沙拉清爽、鸡肉鲜嫩,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,香烤上腿饭,快点吃,饭类套餐（主食类）,鸡腿香嫩、烤制入味,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,烧鸡饭,快点吃,饭类套餐（主食类）,烧鸡香嫩、口感醇厚,,15,,
清真食堂,一楼,小表弟海南鸡饭窗口,鸡排卫理饭,快点吃,饭类套餐（主食类）,鸡排酥脆、搭配丰富,,16,,
清真食堂,一楼,小表弟海南鸡饭窗口,奶油小馒头,小吃 / 加餐,小吃类,奶油香甜、馒头松软,,6,,
清真食堂,一楼,小表弟海南鸡饭窗口,招牌豆腐,小吃 / 配菜,小菜类,清爽可口、口感鲜嫩,,8,,
清真食堂,一楼,小表弟海南鸡饭窗口,小青菜,小吃 / 配菜,小菜类,清爽脆嫩、清淡健康,,7,,
清真食堂,一楼,小表弟海南鸡饭窗口,沙拉油条,小吃 / 加餐,小吃类,沙拉清爽、油条酥脆,,8,,
二食堂,一楼,披萨?意面窗口,经典番茄意面,快点吃,意面（面食类）,番茄酸甜、意面筋道,,15  / 份,,
二食堂,一楼,披萨?意面窗口,番茄培根意面,快点吃,意面（面食类）,番茄香 + 培根咸香、意面爽滑,,16  / 份,,
二食堂,一楼,披萨?意面窗口,咖喱鸡肉意面,快点吃,意面（面食类）,咖喱浓郁、鸡肉鲜嫩,,17  / 份,,
二食堂,一楼,披萨?意面窗口,番茄虾仁意面,快点吃,意面（面食类）,番茄酸甜、虾仁 Q 弹,,17  / 份,,
二食堂,一楼,披萨?意面窗口,黑椒培根意面,快点吃,意面（面食类）,黑椒香 + 培根味、意面劲道,,17  / 份,,
二食堂,一楼,披萨?意面窗口,奶油蘑菇意面,快点吃,意面（面食类）,奶油鲜香、蘑菇软嫩,,17  / 份,,
二食堂,一楼,披萨?意面窗口,意式牛肉酱意面,快点吃,意面（面食类）,牛肉酱醇厚、意面入味,,17  / 份,,
二食堂,一楼,披萨?意面窗口,缤纷水果披萨,快点吃,披萨（主食类）,水果香甜、披萨松软,,6  / 角,,
二食堂,一楼,披萨?意面窗口,BBQ 鸡肉披萨,快点吃,披萨（主食类）,BBQ 酱香、鸡肉嫩,,7  / 角,,
二食堂,一楼,披萨?意面窗口,土豆培根墨西哥披萨,快点吃,披萨（主食类）,土豆香 + 培根味、口感丰富,,6  / 角,,
二食堂,一楼,披萨?意面窗口,滕州香辣披萨,快点吃,披萨（主食类）,香辣浓郁、风味独特,,8  / 角,,
二食堂,一楼,披萨?意面窗口,夏威夷风情披萨,快点吃,披萨（主食类）,菠萝清甜、火腿香嫩,,7  / 角,,
二食堂,一楼,披萨?意面窗口,鲜烤培根披萨,快点吃,披萨（主食类）,培根香嫩、芝士浓郁,,5  / 角,,
二食堂,一楼,披萨?意面窗口,金枕榴莲披萨,快点吃,披萨（主食类）,榴莲香甜、口感绵密,,8  / 角,,
二食堂,一楼,披萨?意面窗口,韩式炸鸡 + 薯条套餐,快点吃,套餐（炸鸡 + 小吃）,炸鸡香嫩、薯条酥脆,,18.8  / 份,,
二食堂,一楼,披萨?意面窗口,韩式炸鸡 + 甜粗套餐,快点吃,套餐（炸鸡 + 小吃）,炸鸡香嫩、甜粗软糯,,16.8  / 份,,
二食堂,一楼,披萨?意面窗口,韩式炸鸡 + 原味牛奶套餐,快点吃,套餐（炸鸡 + 饮品）,炸鸡香嫩、牛奶清甜,,16.8  / 份,,
二食堂,一楼,披萨?意面窗口,韩式炸鸡 + 麦乐鸡丸套餐,快点吃,套餐（炸鸡 + 小吃）,炸鸡 + 鸡丸双香、口感丰富,,17.8  / 份,,
二食堂,一楼,重庆小面窗口,卤豆皮,小吃 / 配菜,小吃类,卤香入味、口感软嫩,,2,,
二食堂,一楼,重庆小面窗口,鸡腿 / 烤肉肠,小吃 / 加餐,小吃类,鸡腿香嫩 / 烤肉肠咸香,,5,,
二食堂,一楼,重庆小面窗口,卤蛋,小吃 / 配菜,蛋类小吃,卤香浓郁、蛋白紧实,,2,,
二食堂,一楼,重庆小面窗口,重庆小面,不限制,面食类,麻辣鲜香、面身筋道,,9,,
二食堂,一楼,重庆小面窗口,酸辣可粉,不限制,粉类,酸辣爽口、粉身软滑,,9.9,,
二食堂,一楼,重庆小面窗口,麻酱河粉,不限制,粉类,麻酱香浓、河粉爽滑,,9.9,,
二食堂,一楼,重庆小面窗口,藤椒面,不限制,面食类,藤椒清香、微麻爽口,,10,,
二食堂,一楼,重庆小面窗口,麻酱拌面,不限制,面食类,麻酱醇厚、面身筋道,,11,,
二食堂,一楼,重庆小面窗口,西红柿鸡蛋面,不限制,面食类,番茄酸甜、鸡蛋香软,,10,,
二食堂,一楼,重庆小面窗口,肉沫扛豆面,不限制,面食类,肉沫鲜香、豆面入味,,12,,
二食堂,一楼,重庆小面窗口,鸡蛋拌面,不限制,面食类,鸡蛋香软、拌面清爽,,12,,
二食堂,一楼,重庆小面窗口,肉酱拌面,不限制,面食类,肉酱浓郁、面身入味,,13,,
二食堂,一楼,重庆小面窗口,肉酱料面,不限制,面食类,酱料醇厚、面身筋道,,13,,
二食堂,一楼,重庆小面窗口,双椒鸡拌面,不限制,面食类,双椒香辣、鸡肉鲜嫩,,13,,
二食堂,一楼,重庆小面窗口,重庆豌杂面,不限制,面食类,豌豆软糯、杂酱香浓,,13,,
二食堂,一楼,重庆小面窗口,老麻抄手,不限制,抄手类,麻辣过瘾、抄手鲜嫩,,14,,
二食堂,一楼,重庆小面窗口,藤椒抄手,不限制,抄手类,藤椒清香、抄手软嫩,,14,,
二食堂,一楼,重庆小面窗口,清汤抄手,不限制,抄手类,清汤鲜香、抄手清淡,,14,,
二食堂,一楼,重庆小面窗口,红汤抄手,不限制,抄手类,红汤香辣、抄手入味,,14,,
二食堂,一楼,重庆小面窗口,辣子鸡面,不限制,面食类,辣子香辣、鸡肉香嫩,,14,,
二食堂,一楼,重庆小面窗口,干拌抄手,不限制,抄手类,干拌香浓、抄手入味,,15,,
二食堂,一楼,重庆小面窗口,酸汤老鸡面,不限制,面食类,酸汤开胃、鸡肉软烂,,14,,
二食堂,一楼,重庆小面窗口,泡椒鸡杂面,不限制,面食类,泡椒酸辣、鸡杂爽脆,,15,,
二食堂,一楼,重庆小面窗口,重庆杂酱酸辣粉,不限制,粉类,杂酱香浓、酸辣爽口,,15,,
二食堂,一楼,重庆小面窗口,香菇卤肉拌面,不限制,面食类,香菇鲜香、卤肉醇厚,,14,,
二食堂,一楼,重庆小面窗口,湘味小炒肉拌面,不限制,面食类,小炒肉香、拌面入味,,14,,
二食堂,一楼,重庆小面窗口,红烩牛肉面,不限制,面食类,红烩香浓、牛肉软烂,,17,,
二食堂,一楼,勺伯石锅菜窗口,石锅小酥肉,不限制,石锅菜（菜品类）,外酥里嫩、酱烧 / 麻辣 / 蒜香可选,,14  / 份,,
二食堂,一楼,勺伯石锅菜窗口,石锅鸡块,不限制,石锅菜（菜品类）,鸡块入味、酱烧 / 麻辣 / 蒜香浓郁,,15  / 份,,
二食堂,一楼,勺伯石锅菜窗口,石锅牛条,不限制,石锅菜（菜品类）,牛条软烂、酱烧 / 麻辣 / 蒜香醇厚,,17  / 份,,
二食堂,一楼,勺伯石锅菜窗口,肉沫豆腐,不限制,石锅菜（菜品类）,肉沫鲜香、豆腐软嫩,,11  / 份,,
二食堂,一楼,勺伯石锅菜窗口,肉沫焖鸡,不限制,石锅菜（菜品类）,肉沫浓郁、鸡肉入味,,12  / 份,,
二食堂,一楼,勺伯石锅菜窗口,石锅肉片,不限制,石锅菜（菜品类）,肉片滑嫩、酱烧 / 麻辣 / 蒜香可口,,13  / 份,,
二食堂,一楼,勺伯石锅菜窗口,石锅豆花鱼,不限制,石锅菜（菜品类）,豆花软嫩、鱼肉鲜香,,16  / 份,,
二食堂,一楼,港喜喜港式窗口,番茄滑蛋饭,不限制,饭类套餐,番茄酸甜、滑蛋软嫩,,12,,
二食堂,一楼,港喜喜港式窗口,烤肉滑蛋饭,不限制,饭类套餐,烤肉香嫩、滑蛋入味,,15,,
二食堂,一楼,港喜喜港式窗口,鸡排饭,不限制,饭类套餐,鸡排酥脆、米饭香软,,15,,
二食堂,一楼,港喜喜港式窗口,猪脚饭,不限制,饭类套餐,猪脚软烂、酱香浓郁,,18,,
二食堂,一楼,港喜喜港式窗口,蜜汁叉烧饭,不限制,饭类套餐,叉烧香甜、口感软嫩,,18,,
二食堂,一楼,港喜喜港式窗口,老北京卤煮,不限制,小吃类套餐,卤香浓郁、食材软烂,,18,,
二食堂,一楼,港喜喜港式窗口,叉烧滑蛋饭,不限制,饭类套餐,叉烧香 + 滑蛋嫩、双重口感,,18,,
二食堂,一楼,港喜喜港式窗口,白切鸡饭,不限制,饭类套餐,白切鸡嫩、清淡鲜香,,15,,
二食堂,一楼,港喜喜港式窗口,腊肠滑蛋饭,不限制,饭类套餐,腊肠咸香、滑蛋软嫩,,14,,
二食堂,一楼,港喜喜港式窗口,脆皮烧鸭饭,不限制,饭类套餐,烧鸭皮脆、肉质香嫩,,15,,
二食堂,一楼,港喜喜港式窗口,小酥肉滑蛋饭,不限制,饭类套餐,小酥肉脆、滑蛋入味,,14,,
二食堂,一楼,港喜喜港式窗口,可乐鸡腿饭,不限制,饭类套餐,可乐甜香、鸡腿软烂,,16,,
二食堂,一楼,港喜喜港式窗口,五花肉滑蛋饭,不限制,饭类套餐,五花肉香、滑蛋软嫩,,15,,
二食堂,一楼,港喜喜港式窗口,虾仁滑蛋饭,不限制,饭类套餐,虾仁 Q 弹、滑蛋鲜香,,18,,
二食堂,一楼,港喜喜港式窗口,牛肉滑蛋饭,不限制,饭类套餐,牛肉香嫩、滑蛋入味,,18,,
二食堂,一楼,牛肉罩饼窗口,牛肉罩饼,不限制,主食类,牛肉香嫩、饼皮酥脆,,18,,
二食堂,一楼,韩小九木桶饭窗口,酸辣土豆丝木桶饭,快点吃,木桶饭（主食类）,酸辣爽口、土豆软嫩,,11,,
二食堂,一楼,韩小九木桶饭窗口,西红柿炒蛋木桶饭,快点吃,木桶饭（主食类）,番茄酸甜、鸡蛋香软,,13,,
二食堂,一楼,韩小九木桶饭窗口,肉末茄子木桶饭,快点吃,木桶饭（主食类）,肉末鲜香、茄子软糯,,13,,
二食堂,一楼,韩小九木桶饭窗口,香菇卤肉木桶饭,快点吃,木桶饭（主食类）,香菇香、卤肉醇厚,,15,,
二食堂,一楼,韩小九木桶饭窗口,辣子鸡丁木桶饭,快点吃,木桶饭（主食类）,辣子香辣、鸡丁鲜嫩,,15,,
二食堂,一楼,韩小九木桶饭窗口,香芹炒肉木桶饭,快点吃,木桶饭（主食类）,香芹脆嫩、肉片入味,,15,,
二食堂,一楼,韩小九木桶饭窗口,宫保鸡丁木桶饭,快点吃,木桶饭（主食类）,宫保酱香、鸡丁爽脆,,15,,
二食堂,一楼,韩小九木桶饭窗口,尖椒炒肉木桶饭,快点吃,木桶饭（主食类）,尖椒香辣、肉片香嫩,,17,,
二食堂,一楼,韩小九木桶饭窗口,鱼香肉丝木桶饭,快点吃,木桶饭（主食类）,鱼香浓郁、肉丝软嫩,,17,,
二食堂,一楼,韩小九木桶饭窗口,红烧肉木桶饭,快点吃,木桶饭（主食类）,红烧肉香、软烂入味,,20,,
二食堂,一楼,韩小九木桶饭窗口,爆炒牛肉木桶饭,快点吃,木桶饭（主食类）,牛肉嫩、爆炒鲜香,,22,,
二食堂,一楼,韩小九木桶饭窗口,猪肉大葱饺子,不限制,饺子类,猪肉鲜香、大葱清甜,,15,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,经典南昌拌粉套餐,不限制,套餐（拌粉 + 汤）,拌粉香滑、汤味鲜香,,21,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,招牌手撕鸡拌粉套餐,不限制,套餐（拌粉 + 汤）,手撕鸡嫩、拌粉入味,,26,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,倔爆蘑菇鸡丁拌粉套餐,不限制,套餐（拌粉 + 汤）,蘑菇香、鸡丁嫩、拌粉爽滑,,24,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,大片牛肉拌粉套餐,不限制,套餐（拌粉 + 汤）,牛肉香嫩、拌粉筋道,,28,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,经典南昌拌粉,不限制,拌粉（粉类）,拌料香浓、粉身爽滑,,12,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,倔爆蘑菇鸡丁拌粉,不限制,拌粉（粉类）,蘑菇香、鸡丁嫩、拌粉入味,,15,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,招牌手撕鸡拌粉,不限制,拌粉（粉类）,手撕鸡嫩、拌粉香滑,,16,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,大片牛肉拌粉,不限制,拌粉（粉类）,牛肉香嫩、拌粉筋道,,18,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,基围虾笋尖拌粉,不限制,拌粉（粉类）,虾 Q 弹、笋尖脆、拌粉爽滑,,18,,
二食堂,一楼,南昌拌粉 & 瓦罐汤窗口,清煨时蔬汤,汤类 / 加餐,瓦罐汤,清淡鲜香、时蔬软嫩,,16,,
